Abemama Airport;0.490759;173.830287;KI;AEA
Baise (Bose) Bama Airport;23.7206;106.959999;CN;AEB
Adareil Airport;10.053611;32.959444;SS;AEE
Aek Godang Airport;1.4001;99.430496;ID;AEG
Abeche Airport;13.847;20.844299;TD;AEH
Aseki Airport;-7.350805;146.193994;PG;AEK
Albert Lea Municipal Airport;43.68149948;-93.36720276;US;AEL
Amgu Airport;45.84126;137.673568;RU;AEM
Aioun el Atrouss Airport;16.7112999;-9.637880325;MR;AEO
Jorge Newbery Airpark;-34.5592;-58.4156;AR;AEP
Ar Horqin Airport;43.908407;120.15099;CN;AEQ
Sochi International Airport;43.449902;39.9566;RU;AER
Ålesund Airport, Vigra;62.5625;6.1197;NO;AES
Allakaket Airport;66.551804;-152.621994;US;AET
Abu Musa Island Airport;25.8757;55.033001;IR;AEU
Alexandria International Airport;31.3274;-92.549797;US;AEX
Akureyri Airport;65.656573;-18.072018;IS;AEY
Suboficial Ay Santiago Germano Airport;-34.588299;-68.4039;AR;AFA
Port Alfred Airport;-33.555057;26.881656;ZA;AFD
USAF Academy Airfield;38.972497;-104.821125;US;AFF
Amalfi Airport;6.895033;-75.047334;CO;AFI
Piloto Osvaldo Marques Dias Airport;-9.866389;-56.106298;BR;AFL
Jaffrey Airfield Silver Ranch Airport;42.805099;-72.002998;US;AFN
Afton Municipal Airport;42.71120071;-110.9420013;US;AFO
Afore Airstrip;-9.13867;148.390701;PG;AFR
Sugraly Airport;41.613899;64.2332;UZ;AFS
Afutara Aerodrome;-9.191389;160.948611;SB;AFT
Perot Field/Fort Worth Alliance Airport;32.99044;-97.31947;US;AFW
Afyon Air Base;38.726398;30.601101;TR;AFY
Sabzevar National Airport;36.16809845;57.59519958;IR;AFZ
Al Massira Airport;30.322478;-9.412003;MA;AGA
Augsburg Airport;48.425278;10.931667;DE;AGB
Allegheny County Airport;40.354401;-79.930199;US;AGC
Anggi Airport;-1.3858;133.8737;ID;AGD
Wangerooge Airport;53.782544;7.919584;DE;AGE
Agen-La Garenne Airport;44.174171;0.59309;FR;AGF
Angoram Airport;-4.057077;144.073841;PG;AGG
Ängelholm-Helsingborg Airport;56.29610062;12.84710026;SE;AGH
Wageningen Airstrip;5.841252;-56.673247;SR;AGI
Aguni Airport;26.592755;127.240335;JP;AGJ
Kagua Airport;-6.396388889;143.8536111;PG;AGK
Wanigela Airport;-9.3375;149.155556;PG;AGL
Magnolia Municipal Airport / Ralph C Weiser Field;33.228001;-93.217002;US;AGO
Málaga-Costa del Sol Airport;36.6749;-4.49911;ES;AGP
Agra Airport / Agra Air Force Station;27.157683;77.960942;IN;AGR
Augusta Regional At Bush Field;33.3699;-81.9645;US;AGS
Aeropuerto Internacional Guaraní;-25.457186;-54.839544;PY;AGT
Jesús Terán Peredo International Airport;21.699589;-102.318372;MX;AGU
Oswaldo Guevara Mujica Airport;9.553375;-69.237869;VE;AGV
Agnew Airport;-12.1456;142.149369;AU;AGW
Agatti Airport;10.8237;72.176003;IN;AGX
Argyle Downs Airport;-16.508604;128.922485;AU;AGY
Aggeneys Airport;-29.281799;18.8139;ZA;AGZ
Abha International Airport;18.2404;42.656601;SA;AHB
Amedee Army Air Field;40.26620102;-120.1529999;US;AHC
Ardmore Downtown Executive Airport;34.14699936;-97.12270355;US;AHD
Ahe Airport;-14.42809963;-146.2570038;PF;AHE
Arapahoe Municipal Airport;40.341576;-99.907839;US;AHF
Agalega Island Airstrip;-10.3731;56.609798;MU;AHG
Amery Municipal Airport;45.28110123;-92.37539673;US;AHH
Amahai Airport;-3.347851;128.927093;ID;AHI
Hongyuan Airport;32.53154;102.35224;CN;AHJ
Aishalton Airport;2.47403;-59.320786;GY;AHL
Ashland Municipal Airport Sumner Parker Field;42.190265;-122.660648;US;AHM
Athens Ben Epps Airport;33.948842;-83.325634;US;AHN
Alghero-Fertilia Airport;40.632099;8.29077;IT;AHO
Ahuas Airport;15.4722;-84.352203;HN;AHS
Cherif Al Idrissi Airport;35.177101;-3.83952;MA;AHU
Ambatolhy Airport;-20.01583333;45.535;MG;AHY
L'Alpe d'Huez - Henri Giraud Altiport;45.087399;6.083604;FR;AHZ
Alliance Municipal Airport;42.052543;-102.803965;US;AIA
Ailinglaplap Airok Airport;7.279422;168.8257;MH;AIC
Anderson Municipal Darlington Field;40.10860062;-85.61299896;US;AID
Aiome Airport;-5.145699978;144.7307003;PG;AIE
Marcelo Pires Halzhausen Airport;-22.638601;-50.455983;BR;AIF
Yalinga Airport;6.519999981;23.26000023;CF;AIG
Aiambak Airport;-7.342777778;141.2675;PG;AIH
Ali-Sabieh Airport;11.146889;42.72;DJ;AII
Aiken Regional Airport;33.649399;-81.684998;US;AIK
Ailigandí Airport;9.2226;-78.0236;PA;AIL
Ailuk Airport;10.2168;169.983002;MH;AIM
Wainwright Airport;70.638;-159.994995;US;AIN
Atlantic Municipal Airport;41.40729904;-95.04689789;US;AIO
Adampur Airport;31.4338;75.758797;IN;AIP
Aripuanã Airport;-10.187375;-59.457469;BR;AIR
Arorae Island Airport;-2.616233;176.802209;KI;AIS
Aitutaki Airport;-18.8309;-159.764008;CK;AIT
Enua Airport;-19.96780014;-158.1190033;CK;AIU
George Downer Airport;33.106499;-88.1978;US;AIV
Ai-Ais Airport;-27.995;17.5966;NA;AIW
Araçuaí Airport;-16.851571;-42.045633;BR;AIY
Lee C Fine Memorial Airport;38.09600067;-92.54949951;US;AIZ
Ajaccio-Napoléon Bonaparte Airport;41.92359924;8.802920341;FR;AJA
Al-Jawf Domestic Airport;29.78510094;40.09999847;SA;AJF
Ağrı Airport;39.655642;43.025742;TR;AJI
Akjoujt Airport;19.727998;-14.377214;MR;AJJ
Arak Airport;34.1381;49.847301;IR;AJK
Lengpui Airport;23.840599;92.619698;IN;AJL
Ouani Airport;-12.131047;44.430044;KM;AJN
Arvidsjaur Airport;65.59030151;19.28190041;SE;AJR
Punta Abreojos Airport;26.7272;-113.558998;MX;AJS
Aracaju - Santa Maria International Airport;-10.984;-37.070301;BR;AJU
Mano Dayak International Airport;16.9659996;8.000109673;NE;AJY
Ankang Fuqiang Airport;32.75696;108.87338;CN;AKA
Atka Airport;52.220299;-174.205994;US;AKB
Akron Fulton International Airport;41.037355;-81.46784;US;AKC
Akola Airport;20.698931;77.056883;IN;AKD
Akieni Airport;-1.139670014;13.90359974;GA;AKE
Kufra Airport;24.17869949;23.31399918;LY;AKF
Anguganak Airport;-3.560504;142.217307;PG;AKG
Prince Sultan Air Base;24.0627;47.580502;SA;AKH
Akiak Airport;60.902646;-161.23106;US;AKI
Asahikawa Airport;43.670799;142.447006;JP;AKJ
Akhiok Airport;56.938702;-154.182999;US;AKK
Auckland International Airport;-37.01199;174.786331;NZ;AKL
Zakuoma Airport;10.89027778;19.81722222;TD;AKM
King Salmon Airport;58.677845;-156.651965;US;AKN
Colorado Plains Regional Airport;40.17559814;-103.2220001;US;AKO
Anaktuvuk Pass Airport;68.133598;-151.742996;US;AKP
Astra Ksetra Airport;-4.611588;105.231968;ID;AKQ
Akure Airport;7.246739864;5.301010132;NG;AKR
Gwaunaru'u Airport;-8.70257;160.682007;SB;AKS
RAF Akrotiri;34.590401;32.9879;CY;AKT
Aksu Hongqipo Airport;41.262501;80.291702;CN;AKU
Akulivik Airport;60.8186;-78.148598;CA;AKV
Aghajari Airport;30.7444;49.6772;IR;AKW
Aktobe Airport;50.2458;57.206699;KZ;AKX
Sittwe Airport;20.133165;92.870693;MM;AKY
Almaty International Airport;43.354267;77.042828;KZ;ALA
Albany International Airport;42.74829865;-73.80169678;US;ALB
Alicante-Elche Miguel Hernández Airport;38.2822;-0.558156;ES;ALC
Alerta Airport;-11.65018;-69.229614;PE;ALD
Alpine Casparis Municipal Airport;30.384199;-103.683998;US;ALE
Alta Airport;69.976097;23.3717;NO;ALF
Houari Boumediene Airport;36.693886;3.214531;DZ;ALG
Albany Airport;-34.94329834;117.8089981;AU;ALH
Alice International Airport;27.7409;-98.026901;US;ALI
Alexander Bay Airport;-28.575001;16.5333;ZA;ALJ
Riviera Villanova d'Albenga International Airport;44.050598;8.12743;IT;ALL
Alamogordo White Sands Regional Airport;32.837818;-105.993149;US;ALM
St Louis Regional Airport;38.89030075;-90.04599762;US;ALN
Waterloo Regional Airport;42.55709839;-92.40029907;US;ALO
Aleppo International Airport;36.180698;37.2244;SY;ALP
Alegrete Novo Airport;-29.811595;-55.894707;BR;ALQ
Alexandra Aerodrome;-45.210495;169.371113;NZ;ALR
San Luis Valley Regional Airport/Bergman Field;37.434898;-105.866997;US;ALS
Alenquer Municipal Airport;-1.917;-54.7231;BR;ALT
Alula Airport;11.9582;50.748;SO;ALU
Walla Walla Regional Airport;46.09489822;-118.288002;US;ALW
Thomas C Russell Field;32.91469955;-85.96299744;US;ALX
Rick Husband Amarillo International Airport;35.219398;-101.706001;US;AMA
Ambilobe Airport;-13.1884;48.987999;MG;AMB
Am Timan Airport;11.0340004;20.27400017;TD;AMC
Sardar Vallabh Bhai Patel International Airport;23.0772;72.634697;IN;AMD
Alto Molocue Airport;-15.61027778;37.68138889;MZ;AME
Ama Airport;-4.101111111;141.67;PG;AMF
Arba Minch Airport;6.03939;37.5905;ET;AMH
Cirilo Queiróz Airport;-16.165579;-40.684024;BR;AMJ
Animas Air Park;37.203201;-107.869003;US;AMK
Puerto Armuelles Airport;8.267667;-82.864537;PA;AML
Queen Alia International Airport;31.72260094;35.99319839;JO;AMM
Gratiot Community Airport;43.32210159;-84.68800354;US;AMN
Mao Airport;14.1456;15.3144;TD;AMO
Ampanihy Airport;-24.699699;44.7342;MG;AMP
Pattimura International Airport;-3.71026;128.089005;ID;AMQ
Amsterdam Airport Schiphol;52.308601;4.76389;NL;AMS
Amata Airport;-26.097363;131.202732;AU;AMT
Amanab Airport;-3.586;141.2143333;PG;AMU
Amderma Airport;69.76329803;61.5564003;RU;AMV
Ames Municipal Airport;41.992001;-93.621803;US;AMW
Ammaroo Airport;-21.73830032;135.2420044;AU;AMX
Ambatomainty Airport;-17.686667;45.623889;MG;AMY
Ardmore Airport;-37.02970123;174.9730072;NZ;AMZ
Angama Airport;-1.27156;34.955513;KE;ANA
Anniston Regional Airport;33.5882;-85.8581;US;ANB
Ted Stevens Anchorage International Airport;61.179004;-149.992561;US;ANC
Anderson Regional Airport;34.49459839;-82.70939636;US;AND
Angers-Loire Airport;47.560299;-0.312222;FR;ANE
Andrés Sabella Gálvez International Airport;-23.444501;-70.445099;CL;ANF
Angoulême-Brie-Champniers Airport;45.729198;0.221456;FR;ANG
Aniak Airport;61.58160019;-159.5429993;US;ANI
Zanaga Airport;-2.85;13.817;CG;ANJ
Etimesgut Air Base;39.94979858;32.68859863;TR;ANK
Andulo Airport;-11.4723;16.710899;AO;ANL
Antsirabe Airport;-14.9994;50.320202;MG;ANM
Annette Island Airport;55.037663;-131.572609;US;ANN
Angoche Airport;-16.18187;39.945217;MZ;ANO
Lee Airport;38.942902;-76.568398;US;ANP
Tri State Steuben County Airport;41.639702;-85.083504;US;ANQ
Antwerp International Airport (Deurne);51.190667;4.463153;BE;ANR
Andahuaylas Airport;-13.70639992;-73.35040283;PE;ANS
V C Bird International Airport;17.1367;-61.792702;AG;ANU
Anvik Airport;62.646702;-160.190994;US;ANV
Ainsworth Regional Airport;42.579201;-99.992995;US;ANW
Andøya Airport, Andenes;69.292503;16.144199;NO;ANX
Anthony Municipal Airport;37.158501;-98.079597;US;ANY
Angus Downs Airport;-25.0325;132.2748;AU;ANZ
Annanberg Airport;-4.904166667;144.6358333;PG;AOB
Leipzig–Altenburg Airport;50.981945;12.506389;DE;AOC
Abou-Deïa Airport;11.4773;19.2874;TD;AOD
Anadolu Airport;39.809898;30.5194;TR;AOE
Anshan Teng'ao Airport / Anshan Air Base;41.105301;122.853996;CN;AOG
Lima Allen County Airport;40.706902;-84.026703;US;AOH
Marche Airport;43.616299;13.3623;IT;AOI
Aomori Airport;40.73469925;140.6909943;JP;AOJ
Karpathos Airport;35.421398;27.146;GR;AOK
Paso De Los Libres Airport;-29.6894;-57.1521;AR;AOL
Adam Airport;22.49194444;57.38388889;OM;AOM
Altoona Blair County Airport;40.296398;-78.32;US;AOO
Alferez FAP Alfredo Vladimir Sara Bauer Airport;-2.796129942;-76.46659851;PE;AOP
Sultan Abdul Halim Airport;6.189670086;100.3980026;MY;AOR
Aosta Corrado Gex Airport;45.738552;7.3683;IT;AOT
Attopeu Airport;14.793056;107.045278;LA;AOU
Centennial Airport;39.57009888;-104.848999;US;APA
Apolo Airport;-14.7356;-68.411903;BO;APB
Napa County Airport;38.2132;-122.280998;US;APC
Arung Palakka Airport;-4.459582;120.310436;ID;APD
Naples Municipal Airport;26.15259933;-81.77529907;US;APF
Phillips Army Air Field;39.466202;-76.1688;US;APG
Mary Walker LZ Airport;38.068631;-77.319318;US;APH
Gomez Nino Apiay Air Base;4.07607;-73.5627;CO;API
Ali Pulan Airport;30.3975;81.138611;CN;APJ
Apataki Airport;-15.5736;-146.414993;PF;APK
Nampula Airport;-15.10560036;39.28179932;MZ;APL
Alpena County Regional Airport;45.0780983;-83.56030273;US;APN
Antonio Roldán Betancur Airport;7.81196;-76.7164;CO;APO
Asapa Airport;-8.979167;148.103611;PG;APP
Arapiraca Airport;-9.776589;-36.628983;BR;APQ
April River Airport;-4.676666667;142.5401389;PG;APR
Anápolis Airport;-16.363575;-48.9288;BR;APS
Marion County Airport - Brown Field;35.060699;-85.585297;US;APT
Captain João Busse Airport;-23.609099;-51.384301;BR;APU
Apple Valley Airport;34.57529831;-117.185997;US;APV
Faleolo International Airport;-13.82999992;-172.0079956;WS;APW
Arapongas Airport;-23.352636;-51.491967;BR;APX
Alto Parnaíba Airport;-9.083611;-45.950558;BR;APY
Zapala Airport;-38.975498;-70.113602;AR;APZ
Araraquara Airport;-21.812;-48.132999;BR;AQA
Quiché Airport;15.0122;-91.150597;GT;AQB
Anqing Tianzhushan Airport / Anqing North Air Base;30.582199;117.050003;CN;AQG
Al Qaisumah/Hafr Al Batin Airport;28.335199;46.125099;SA;AQI
Aqaba King Hussein International Airport;29.61160088;35.01810074;JO;AQJ
Ariquemes Airport;-9.880436;-63.047115;BR;AQM
Rodríguez Ballón International Airport;-16.34110069;-71.58309937;PE;AQP
Girdwood-Alyeska Airport;60.968774;-149.119792;US;AQY
Acadiana Regional Airport;30.0378;-91.883904;US;ARA
Ann Arbor Municipal Airport;42.22299957;-83.74559784;US;ARB
Arctic Village Airport;68.1147;-145.578995;US;ARC
Alor Island - Mali Airport;-8.13234;124.597;ID;ARD
Antonio Nery Juarbe Pol Airport;18.45085;-66.675768;PR;ARE
Acaricuara Airport;0.533333;-70.133333;CO;ARF
Walnut Ridge Regional Airport;36.124667;-90.925111;US;ARG
Talagi Airport;64.60030365;40.71670151;RU;ARH
Chacalluta Airport;-18.348499;-70.338699;CL;ARI
Arusha Airport;-3.367789984;36.63330078;TZ;ARK
Arly Airport;11.597;1.483;BF;ARL
Armidale Airport;-30.52809906;151.6170044;AU;ARM
Stockholm-Arlanda Airport;59.64849;17.928829;SE;ARN
Arboletes Airport;8.855118;-76.422676;CO;ARO
Aragip Airport;-9.883333333;149.4833333;PG;ARP
El Troncal Airport;7.02106;-71.388901;CO;ARQ
D. Casimiro Szlapelis Airport;-45.013599;-70.812202;AR;ARR
Aragarças Airport;-15.8994;-52.2411;BR;ARS
Watertown International Airport;43.991901;-76.021698;US;ART
Araçatuba Airport;-21.141479;-50.424575;BR;ARU
Lakeland Airport Noble F Lee Memorial Field;45.927898;-89.730904;US;ARV
Arad International Airport;46.176601;21.261999;RO;ARW
Aracati Dragão do Mar Regional Airport;-4.568896;-37.805135;BR;ARX
Ararat Airport;-37.309978;142.988688;AU;ARY
N'zeto Airport;-7.259277;12.862355;AO;ARZ
Assab International Airport;13.0718;42.645;ER;ASA
Ashgabat International Airport;37.986801;58.361;TM;ASB
Ascención de Guarayos Airport;-15.933365;-63.155575;BO;ASC
Andros Town Airport;24.697901;-77.795601;BS;ASD
Aspen-Pitkin County Airport (Sardy Field);39.223202;-106.869003;US;ASE
Astrakhan Narimanovo Boris M. Kustodiev International Airport;46.282843;48.010511;RU;ASF
Ashburton Airport;-43.903301;171.796997;NZ;ASG
Nashua Airport / Boire Field;42.7817;-71.514801;US;ASH
RAF Ascension Island;-7.9696;-14.3937;SH;ASI
Amami Airport;28.43059921;129.7129974;JP;ASJ
Yamoussoukro Airport;6.903170109;-5.365580082;CI;ASK
Harrison County Airport;32.52050018;-94.30780029;US;ASL
Asmara International Airport;15.29189968;38.91070175;ER;ASM
Talladega Municipal Airport;33.56990051;-86.05090332;US;ASN
Asosa Airport;10.01850033;34.5862999;ET;ASO
Alice Springs Airport;-23.806588;133.903427;AU;ASP
Austin Airport;39.467708;-117.197576;US;ASQ
Kayseri Erkilet Airport;38.770401;35.49539948;TR;ASR
Arathusa Safari Lodge Airport;-24.744165;31.522499;ZA;ASS
Astoria Regional Airport;46.15800095;-123.8789978;US;AST
Aeropuerto Internacional Silvio Pettirossi;-25.240156;-57.519227;PY;ASU
Amboseli Airport;-2.645050049;37.25310135;KE;ASV
Aswan International Airport;23.968137;32.824445;EG;ASW
John F Kennedy Memorial Airport;46.54850006;-90.91899872;US;ASX
Ashley Municipal Airport;46.02389908;-99.3526001;US;ASY
Asirim Airport;-6.009722222;150.3686111;PG;ASZ
Comandante FAP German Arias Graziani Airport;-9.347439766;-77.5983963;PE;ATA
Atbara Airport;17.710344;34.057018;SD;ATB
Arthur's Town Airport;24.6294;-75.673797;BS;ATC
Uru Harbour Airport;-8.87333;161.011002;SB;ATD
Antlers Municipal Airport;34.19260025;-95.64990234;US;ATE
Chachoán Regional Airport;-1.21207;-78.5746;EC;ATF
Minhas Air Base;33.86909866;72.40090179;PK;ATG
Athens Eleftherios Venizelos International Airport;37.936401;23.9445;GR;ATH
Artigas International Airport;-30.4007;-56.5079;UY;ATI
Antsirabe Airport;-19.839221;47.063713;MG;ATJ
Atqasuk Edward Burnell Sr Memorial Airport;70.46704;-157.436013;US;ATK
Hartsfield Jackson Atlanta International Airport;33.6367;-84.428101;US;ATL
Altamira Interstate Airport;-3.253144;-52.253938;BR;ATM
Namatanai Airport;-3.6695;152.438;PG;ATN
Ohio University Airport;39.211839;-82.22949;US;ATO
Aitape Airport;-3.143611;142.346806;PG;ATP
Sri Guru Ram Dass Jee International Airport;31.7096;74.797302;IN;ATQ
Atar International Airport;20.5067997;-13.04319954;MR;ATR
Artesia Municipal Airport;32.85250092;-104.4680023;US;ATS
Atmautluak Airport;60.866699;-162.272996;US;ATT
Casco Cove Coast Guard Station;52.829797;173.173796;US;ATU
Ati Airport;13.239778;18.315893;TD;ATV
Appleton International Airport;44.258099;-88.519096;US;ATW
Atbasar Airport;51.852306;68.366892;KZ;ATX
Watertown Regional Airport;44.91400146;-97.15470123;US;ATY
Asyut International Airport;27.050818;31.016309;EG;ATZ
Queen Beatrix International Airport;12.5014;-70.015198;AW;AUA
Santiago Perez Airport;7.06888;-70.7369;CO;AUC
Augustus Downs Airport;-18.51499939;139.878006;AU;AUD
Abu Rudeis Airport;28.899694;33.202057;EG;AUE
Auxerre-Branches Airport;47.850201;3.49711;FR;AUF
Augusta State Airport;44.3205986;-69.79730225;US;AUG
Zayed International Airport;24.443764;54.651718;AE;AUH
Aua Island Airport;-1.460555556;143.0647222;PG;AUI
Ambunti Airport;-4.215666667;142.8231667;PG;AUJ
Alakanuk Airport;62.682653;-164.722481;US;AUK
Aur Island Airport;8.14528;171.173004;MH;AUL
Austin Municipal Airport;43.66500092;-92.93340302;US;AUM
Auburn Municipal Airport;38.95479965;-121.0820007;US;AUN
Auburn University Regional Airport;32.615101;-85.433998;US;AUO
Agaun Airport;-9.927715;149.389951;PG;AUP
Hiva Oa-Atuona Airport;-9.768790245;-139.0110016;PF;AUQ
Aurillac Airport;44.89139938;2.421940088;FR;AUR
Austin Bergstrom International Airport;30.197535;-97.662015;US;AUS
Atauro Airport;-8.243133;125.606378;TL;AUT
Aurukun Airport;-13.354019;141.720028;AU;AUU
Aumo Airport;-5.731111111;148.4452778;PG;AUV
Wausau Downtown Airport;44.92620087;-89.62660217;US;AUW
Araguaína Airport;-7.22787;-48.240501;BR;AUX
Aneityum Airport;-20.249142;169.770758;VU;AUY
Aurora Municipal Airport;41.77190018;-88.47570038;US;AUZ
Anshun Huangguoshu Airport;26.260556;105.873333;CN;AVA
Aviano Air Base;46.031898;12.596503;IT;AVB
Auvergne Airport;-15.690555;130.008818;AU;AVG
Máximo Gómez Airport;22.0271;-78.789597;CU;AVI
Arvaikheer Airport;46.25030136;102.802002;MN;AVK
Asheville Regional Airport;35.436199;-82.541801;US;AVL
Avignon-Caumont Airport;43.907299;4.90183;FR;AVN
Avon Park Executive Airport;27.59119987;-81.52780151;US;AVO
Wilkes Barre Scranton International Airport;41.33850098;-75.7233963;US;AVP
Alverca Air Base;38.883301;-9.0301;PT;AVR
Avu Avu Airport;-9.868333;160.410556;SB;AVU
Avalon Airport;-38.039398;144.468994;AU;AVV
Marana Regional Airport;32.409065;-111.216199;US;AVW
Catalina Airport;33.4049;-118.416;US;AVX
Hawassa International Airport;7.099869;38.396187;ET;AWA
Awaba Airport;-8.013414;142.752099;PG;AWB
Aniwa Airport;-19.2346;169.6009;VU;AWD
Alowe Airport;-0.545;9.444;GA;AWE
Wake Island Airfield;19.282437;166.636637;UM;AWK
West Memphis Municipal Airport;35.13510132;-90.23439789;US;AWM
Alton Downs Airport;-26.488959;139.259906;AU;AWN
Austral Downs Airport;-20.5;137.75;AU;AWP
Awar Airport (unusable);-4.122278;144.853292;PG;AWR
Lieutenant General Qasem Soleimani International Airport;31.3374;48.762001;IR;AWZ
Clayton J Lloyd International Airport;18.204773;-63.05383;AI;AXA
Maxson Airfield;44.312002;-75.90034;US;AXB
Aramac Airport;-22.95788;145.249504;AU;AXC
Alexandroupoli Democritus Airport;40.8559;25.956301;GR;AXD
Xanxerê Airport;-26.875067;-52.372862;BR;AXE
Alxa Left Banner Bayanhot Airport;38.74831;105.58858;CN;AXF
Algona Municipal Airport;43.078104;-94.271836;US;AXG
Amakusa Airport;32.482498;130.158997;JP;AXJ
